society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Na36,Minnesota Ojibwa,xd1052,redl1238,Red Lake Chippewa,Algic,AnnualMeanTemperature,4.559661791,,,,
Ne12,Blackfoot,xd1211,pieg1239,Piegan,Algic,AnnualMeanTemperature,4.568714475,,,,
Na40,Ottawa,xd1057,otta1242,Ottawa,Algic,AnnualMeanTemperature,4.571979601,,,,
Nd9,Lillooet,xd1207,lill1248,Lillooet,Salishan,AnnualMeanTemperature,4.57977803,,,,
ch12,Bashkir,xd549,bash1264,Bashkir,Turkic,AnnualMeanTemperature,4.59519289,,,,
B287,Haisla,xd1105,hais1244,Haisla,Wakashan,AnnualMeanTemperature,4.604618179,,,,
WNAI104,Kalispel,xd1145,kali1309,Kalispel,Salishan,AnnualMeanTemperature,4.725151808,,,,
B292,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,4.76994149,,,,
WNAI2,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,4.76994149,,,,
Nb9,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,AnnualMeanTemperature,4.81130118,,,,
B257,Assiniboine,xd1210,assi1247,Assiniboine,Siouan,AnnualMeanTemperature,4.861050545,,,,
Ng13,Abenaki,xd1248,peno1243,Penobscot,Algic,AnnualMeanTemperature,4.878709633,,,,
B283,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,AnnualMeanTemperature,4.879895351,,,,
B234,Uncompahgre Ute,xd1199,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,4.913003949,,,,
Na39,Eastern Ojibwa,xd1055,east2542,Eastern Ojibwa,Algic,AnnualMeanTemperature,4.913860467,,,,
WNAI11,Nuxalk,xd1106,bell1243,Bella Coola,Salishan,AnnualMeanTemperature,4.922191921,,,,
B279,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,AnnualMeanTemperature,4.990292246,,,,
Nb26,Cowichan,xd1086,cowi1241,Cowichan,Salishan,AnnualMeanTemperature,4.990292246,,,,
Sg4,Tehuelche,xd1386,tehu1242,Tehuelche,Chonan,AnnualMeanTemperature,5.156872632,,,,
B248,Crow,xd1223,crow1244,Crow,Siouan,AnnualMeanTemperature,5.157118887,,,,
B255,Piegan,xd1217,pieg1239,Piegan,Algic,AnnualMeanTemperature,5.238996957,,,,
B326,Kalispel,xd1145,kali1309,Kalispel,Salishan,AnnualMeanTemperature,5.248441629,,,,
B327,Eastern Ojibwa,xd1055,east2542,Eastern Ojibwa,Algic,AnnualMeanTemperature,5.333286477,,,,
B331,Rainy River Ojibwe,xd1053,rain1239,Rainy River Ojibwa,Algic,AnnualMeanTemperature,5.333286477,,,,
Nh6,Taos,xd1282,taos1236,Taos,Kiowa-Tanoan,AnnualMeanTemperature,5.348763927,,,,
Nf9,Menominee,xd1243,meno1252,Menominee,Algic,AnnualMeanTemperature,5.447126907,,,,
WNAI156,Jicarilla,xd1266,jica1244,Jicarilla Apache,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,5.453518076,,,,
Nd60,Moache,xd1197,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,5.515173316,,,,
WNAI20,Musqueam,xd1441,musq1240,Musqueam,Salishan,AnnualMeanTemperature,5.527458319,,,,
ch20,Kazan tatar,xd558,midd1325,Middle Tatar,Turkic,AnnualMeanTemperature,5.531081404,,,,
B229,Bohogue,xd1180,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,5.599373064,,,,
Nd45,Bohogue,xd1180,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,5.599373064,,,,
Nd63,Bannock,xd1200,bann1248,Bannock,Uto-Aztecan,AnnualMeanTemperature,5.599373064,,,,
B22,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,AnnualMeanTemperature,5.607462308,,,,
ch18,Ingrians,xd555,ingr1248,Ingrian,Uralic,AnnualMeanTemperature,5.67997949,,,,
ch28,Votes,xd566,voti1245,Votic,Uralic,AnnualMeanTemperature,5.67997949,,,,
Nd4,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,AnnualMeanTemperature,5.685826495,,,,
WNAI100,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,AnnualMeanTemperature,5.685826495,,,,
WNAI130,Uncompahgre Ute,xd1199,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,5.710673781,,,,
B329,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,AnnualMeanTemperature,5.811557592,,,,
Na41,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,AnnualMeanTemperature,5.811557592,,,,
SCCS126,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,AnnualMeanTemperature,5.811557592,,,,
Sg5,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,AnnualMeanTemperature,5.833742621,,,,
Ee6,Sherpa,xd658,sher1255,Solu-Khumbu Sherpa,Sino-Tibetan,AnnualMeanTemperature,5.839308934,,,,
B323,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,AnnualMeanTemperature,5.878855088,,,,
Ne1,Gros Ventre,xd1208,gros1243,Gros Ventre,Algic,AnnualMeanTemperature,5.905700534,,,,
WNAI166,Ohkay Owingeh,xd1429,sanj1276,San Juan (USA),Kiowa-Tanoan,AnnualMeanTemperature,5.96904513,,,,
WNAI170,Taos,xd1282,taos1236,Taos,Kiowa-Tanoan,AnnualMeanTemperature,5.972938937,,,,
B230,Uintah Ute,xd1194,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,5.977387647,,,,
B289,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,AnnualMeanTemperature,6.028523776,,,,
Nd16,Wenatchi,xd1148,wena1241,Wenatchi,Salishan,AnnualMeanTemperature,6.053788464,,,,
Nd14,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,AnnualMeanTemperature,6.090183509,,,,
WNAI103,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,AnnualMeanTemperature,6.090183509,,,,
Nb27,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,AnnualMeanTemperature,6.097633778,,,,
WNAI8,Haihais,xd1424,oowe1239,Ooweekeeno,Wakashan,AnnualMeanTemperature,6.17994702,,,,
B254,Bungi,xd1213,west1510,Western Ojibwa,Algic,AnnualMeanTemperature,6.207227479,,,,
Ec7,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,AnnualMeanTemperature,6.219941553,,,,
WNAI125,Bohogue,xd1180,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,6.234518253,,,,
B231,Wadadokado,xd1155,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,6.25794743,,,,
B253,Gros Ventre,xd1208,gros1243,Gros Ventre,Algic,AnnualMeanTemperature,6.265260676,,,,
Nb14,Comox,xd1073,isla1276,Island Comox,Salishan,AnnualMeanTemperature,6.299149409,,,,
ch16,Estonians,xd553,esto1258,Estonian,Uralic,AnnualMeanTemperature,6.382864993,,,,
Na38,Katikitegon,xd1054,uppe1274,Upper Michigan-Wisconsin Chippewa,Algic,AnnualMeanTemperature,6.476115123,,,,
B53,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,AnnualMeanTemperature,6.521616884,,,,
SCCS137,Wadadokado,xd1155,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,6.525413479,,,,
WNAI114,Wadadokado,xd1155,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,6.525413479,,,,
B320,Coeur d’Alene,xd1146,coeu1236,Coeur d'Alene,Salishan,AnnualMeanTemperature,6.530586414,,,,
B223,Bear Creek Northern Paiute,xd994,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,6.544646886,,,,
WNAI10,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,AnnualMeanTemperature,6.576830492,,,,
B51,Tehuelche,xd1386,tehu1242,Tehuelche,Chonan,AnnualMeanTemperature,6.60297916,,,,
Nd22,Wadadokado,xd1155,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,6.622218054,,,,
B277,Lummi,xd1074,lumm1243,Lummi,Salishan,AnnualMeanTemperature,6.624842605,,,,
B317,Wenatchi,xd1148,wena1241,Wenatchi,Salishan,AnnualMeanTemperature,6.658618229,,,,
WNAI102,Wenatchi,xd1148,wena1241,Wenatchi,Salishan,AnnualMeanTemperature,6.658618229,,,,
SCCS144,Huron,xd1244,wyan1247,Wyandot,Iroquoian,AnnualMeanTemperature,6.663470752,,,,
SCCS140,Gros Ventre,xd1208,gros1243,Gros Ventre,Algic,AnnualMeanTemperature,6.665316959,,,,
Ne11,Assiniboine,xd1210,assi1247,Assiniboine,Siouan,AnnualMeanTemperature,6.698164647,,,,
SCCS56,Armenians,xd575,nucl1235,Eastern Armenian,Indo-European,AnnualMeanTemperature,6.752018694,,,,
Ne5,Cheyenne,xd1224,chey1247,Cheyenne,Algic,AnnualMeanTemperature,6.792525463,,,,
Ne15,Hidatsa,xd1214,hida1246,Hidatsa,Siouan,AnnualMeanTemperature,6.819315653,,,,
Ne6,Mandan,xd1225,mand1446,Mandan,Siouan,AnnualMeanTemperature,6.819315653,,,,
SCCS141,Hidatsa,xd1214,hida1246,Hidatsa,Siouan,AnnualMeanTemperature,6.819315653,,,,
B207,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,6.846128024,,,,
SCCS118,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,AnnualMeanTemperature,6.877421172,,,,
B224,Antelope Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,6.880984452,,,,
Nh25,Sia,xd1276,ziaa1251,Zia (United States),Keresan,AnnualMeanTemperature,6.889567807,,,,
Nh8,Jemez,xd1284,jeme1245,Towa,Kiowa-Tanoan,AnnualMeanTemperature,6.889567807,,,,
WNAI172,Jemez,xd1284,jeme1245,Towa,Kiowa-Tanoan,AnnualMeanTemperature,6.889567807,,,,
WNAI167,San Ildefonso,xd1261,sani1273,San Ildefonso,Kiowa-Tanoan,AnnualMeanTemperature,6.924719857,,,,
WNAI168,Santa Clara,xd1277,sant1421,Santa Clara,Kiowa-Tanoan,AnnualMeanTemperature,6.924719857,,,,
Nd39,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,6.935439689,,,,
Nh11,San Ildefonso,xd1261,sani1273,San Ildefonso,Kiowa-Tanoan,AnnualMeanTemperature,6.959871906,,,,
Nh26,Santa Clara,xd1277,sant1421,Santa Clara,Kiowa-Tanoan,AnnualMeanTemperature,6.959871906,,,,
Nh7,Cochiti,xd1283,coch1273,Cochiti,Keresan,AnnualMeanTemperature,6.959871906,,,,
Nh9,Picuris,xd1285,picu1248,Picuris Northern Tiwa,Kiowa-Tanoan,AnnualMeanTemperature,6.959871906,,,,
WNAI165,Cochiti,xd1283,coch1273,Cochiti,Keresan,AnnualMeanTemperature,6.959871906,,,,
WNAI169,Nambé Pueblo,xd1430,namb1296,Nambe,Kiowa-Tanoan,AnnualMeanTemperature,6.959871906,,,,
B282,Comox,xd1073,isla1276,Island Comox,Salishan,AnnualMeanTemperature,6.968269828,,,,
Nd5,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,6.968844612,,,,
WNAI127,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,6.968844612,,,,
Nb23,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,AnnualMeanTemperature,7.038801943,,,,
WNAI9,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,AnnualMeanTemperature,7.038801943,,,,
Sf1,Inca,xd1374,cusc1236,Cusco Quechua,Quechuan,AnnualMeanTemperature,7.081621441,,,,
Nd24,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,7.10194214,,,,
WNAI115,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,7.10194214,,,,
B215,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.114728872,,,,
WNAI121,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.114728872,,,,
B189,Klamath,xd1139,klam1254,Klamath-Modoc,,AnnualMeanTemperature,7.139547865,,,,
B228,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.162857794,,,,
Nb1,Haida,xd1068,nort2938,Northern Haida,Haida,AnnualMeanTemperature,7.191601552,,,,
WNAI3,Haida (Northern),xd1068,nort2938,Northern Haida,Haida,AnnualMeanTemperature,7.191601552,,,,
Nh27,Kewa,xd1278,sant1425,Santo Domingo,Keresan,AnnualMeanTemperature,7.212712302,,,,
B233,Wiyambituka,xd1170,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.21476671,,,,
B328,Katikitegon,xd1054,uppe1274,Upper Michigan-Wisconsin Chippewa,Algic,AnnualMeanTemperature,7.249456136,,,,
ch15,Erzya Mordvins,xd552,erzy1239,Erzya,Uralic,AnnualMeanTemperature,7.249733765,,,,
Ng1,Huron,xd1244,wyan1247,Wyandot,Iroquoian,AnnualMeanTemperature,7.306836644,,,,
B214,Gosiute,xd1183,gosi1242,Gosiute,Uto-Aztecan,AnnualMeanTemperature,7.309515879,,,,
Nd48,Gosiute,xd1183,gosi1242,Gosiute,Uto-Aztecan,AnnualMeanTemperature,7.309515879,,,,
WNAI124,Gosiute,xd1183,gosi1242,Gosiute,Uto-Aztecan,AnnualMeanTemperature,7.309515879,,,,
B290,Haida,xd1068,nort2938,Northern Haida,Haida,AnnualMeanTemperature,7.311211105,,,,
SCCS131,Haida,xd1068,nort2938,Northern Haida,Haida,AnnualMeanTemperature,7.311211105,,,,
Na42,Potawatomi,xd1059,pota1247,Potawatomi,Algic,AnnualMeanTemperature,7.315689177,,,,
Ci8,Georgians,xd584,imer1248,Imeretian,Kartvelian,AnnualMeanTemperature,7.353127593,,,,
B324,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,AnnualMeanTemperature,7.379692024,,,,
Nd38,Ely Shoshoni,xd1172,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.38611004,,,,
WNAI122,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.390416319,,,,
Nb3,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,AnnualMeanTemperature,7.396170232,,,,
B213,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.403452733,,,,
Nd37,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.410530425,,,,
Nd57,Pahvant,xd1193,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,7.412572531,,,,
Ci10,Armenians,xd575,nucl1235,Eastern Armenian,Indo-European,AnnualMeanTemperature,7.470899213,,,,
Nd21,Tagotoka,xd1154,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,7.471021729,,,,
Nb15,Lummi,xd1074,lumm1243,Lummi,Salishan,AnnualMeanTemperature,7.493608846,,,,
B288,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,AnnualMeanTemperature,7.5329495,,,,
B226,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,7.586344209,,,,
WNAI51,Achumawi (East),xd1108,achu1247,Achumawi,Palaihnihan,AnnualMeanTemperature,7.586344209,,,,
WNAI4,Haida (Southern),xd1438,sout2956,Southern Haida,Haida,AnnualMeanTemperature,7.607284821,,,,
Ch6,Byelorussians,xd570,bela1254,Belarusian,Indo-European,AnnualMeanTemperature,7.608240873,,,,
Eb1,Kazakh,xd609,kaza1248,Kazakh,Turkic,AnnualMeanTemperature,7.610945212,,,,
Nd35,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.617603482,,,,
Nd36,Wiyambituka,xd1170,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.617603482,,,,
Nc8,Klamath,xd1139,klam1254,Klamath-Modoc,,AnnualMeanTemperature,7.62662365,,,,
SCCS138,Klamath,xd1139,klam1254,Klamath-Modoc,,AnnualMeanTemperature,7.62662365,,,,
Ch11,Russians,xd548,russ1263,Russian,Indo-European,AnnualMeanTemperature,7.640697477,,,,
SCCS54,Russians,xd548,russ1263,Russian,Indo-European,AnnualMeanTemperature,7.640697477,,,,
WNAI129,Uintah Ute,xd1194,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,7.689142898,,,,
Ne10,Arikara,xd1209,arik1262,Arikara,Caddoan,AnnualMeanTemperature,7.691671632,,,,
Nb17,Puyallup,xd1076,sout2965,Southern Puget Sound Salish,Salishan,AnnualMeanTemperature,7.723953152,,,,
Nc2,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,AnnualMeanTemperature,7.741709313,,,,
Ng10,Seneca,xd1245,sene1264,Seneca,Iroquoian,AnnualMeanTemperature,7.756067881,,,,
Nd41,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.764593148,,,,
Nd42,Elko Shoshoni,xd1177,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.764593148,,,,
B221,Tubaduka,xd1175,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.769491129,,,,
Nd59,Moanunts,xd1195,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,7.814352436,,,,
Nd23,Atsakudokwa,xd1156,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,7.851568768,,,,
Nd44,Yahanduka,xd1179,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.875601396,,,,
WNAI15,Pentlatch,xd1427,pent1242,Pentlatch,Salishan,AnnualMeanTemperature,7.905205947,,,,
Nd26,Wadatkuht,xd992,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,7.909860152,,,,
B218,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.915984911,,,,
WNAI120,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.915984911,,,,
Ne19,Plains Cree,xd1218,plai1258,Plains Cree,Algic,AnnualMeanTemperature,7.923836302,,,,
Ne20,Santee,xd1220,dako1258,Dakota,Siouan,AnnualMeanTemperature,7.923836302,,,,
WNAI162,Sia,xd1276,ziaa1251,Zia (United States),Keresan,AnnualMeanTemperature,7.926459424,,,,
WNAI163,Santa Ana,xd1262,sant1426,Santa Ana,Keresan,AnnualMeanTemperature,7.926459424,,,,
WNAI164,Kewa,xd1278,sant1425,Santo Domingo,Keresan,AnnualMeanTemperature,7.926459424,,,,
Nf7,Fox,xd1241,mesk1242,Meskwaki,Algic,AnnualMeanTemperature,7.939477299,,,,
Nf2,Ho Chunk,xd1236,hoch1243,Ho-Chunk,Siouan,AnnualMeanTemperature,7.946549112,,,,
B217,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,7.9871022,,,,
WNAI17,Cowichan,xd1086,cowi1241,Cowichan,Salishan,AnnualMeanTemperature,7.994835395,,,,
WNAI21,Lummi,xd1074,lumm1243,Lummi,Salishan,AnnualMeanTemperature,7.994835395,,,,
Ng4,Penobscot,xd1253,peno1243,Penobscot,Algic,AnnualMeanTemperature,7.994961467,,,,
B188,Modoc,xd1140,klam1254,Klamath-Modoc,,AnnualMeanTemperature,7.995756939,,,,
Nd40,Tubaduka,xd1175,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,8.006074984,,,,
WNAI112,Klamath,xd1139,klam1254,Klamath-Modoc,,AnnualMeanTemperature,8.036666709,,,,
WNAI116,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.037852439,,,,
SCCS185,Tehuelche,xd1386,tehu1242,Tehuelche,Chonan,AnnualMeanTemperature,8.043260203,,,,
ch21,Latvians,xd559,latv1249,Latvian,Indo-European,AnnualMeanTemperature,8.058242078,,,,
B209,Timponogas,xd991,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,8.065252216,,,,
Ea11,Ghilzai,xd598,ghil1238,Ghilzai,Indo-European,AnnualMeanTemperature,8.065355469,,,,
WNAI101,Sinkiuse-Columbia,xd1419,colu1250,Columbia,Salishan,AnnualMeanTemperature,8.065460094,,,,
Ne8,Teton,xd1227,lako1247,Lakota,Siouan,AnnualMeanTemperature,8.070335358,,,,
Ci2,Khevsur,xd578,xevs1238,Xevsur,Kartvelian,AnnualMeanTemperature,8.089389291,,,,
Ci6,Ossetians,xd582,osse1243,Ossetian,Indo-European,AnnualMeanTemperature,8.114494689,,,,
Nd27,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.135032418,,,,
Nd1,Tenino,xd1141,teni1238,Tenino,Sahaptian,AnnualMeanTemperature,8.221235852,,,,
Ea4,Kohistani,xd603,indu1241,Indus Kohistani,Indo-European,AnnualMeanTemperature,8.222065944,,,,
Ee5,Shina,xd657,shin1264,Shina,Indo-European,AnnualMeanTemperature,8.222065944,,,,
Nd17,Klikitat,xd1149,nucl1237,Nuclear Yakima,Sahaptian,AnnualMeanTemperature,8.24740598,,,,
B210,Toedokado,xd1161,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.26245955,,,,
Nc10,Achumawi,xd1108,achu1247,Achumawi,Palaihnihan,AnnualMeanTemperature,8.262841551,,,,
Nc4,Atsugewi,xd1135,atsu1245,Atsugewi,Palaihnihan,AnnualMeanTemperature,8.262841551,,,,
SCCS68,Lepcha,xd655,lepc1244,Lepcha,Sino-Tibetan,AnnualMeanTemperature,8.303099484,,,,
Nd28,Toedokado,xd1161,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.32207953,,,,
Ci9,Svan,xd585,svan1243,Svan,Kartvelian,AnnualMeanTemperature,8.334607128,,,,
Ch9,Lithuanians,xd573,lith1251,Lithuanian,Indo-European,AnnualMeanTemperature,8.337742868,,,,
ch23,Lithuanian Tatar,xd561,west2405,Western Tatar,Turkic,AnnualMeanTemperature,8.337742868,,,,
ch24,Livs,xd562,livv1244,Liv,Uralic,AnnualMeanTemperature,8.356578215,,,,
B270,Puyallup,xd1076,sout2965,Southern Puget Sound Salish,Salishan,AnnualMeanTemperature,8.383685444,,,,
WNAI25,Puyallup,xd1076,sout2965,Southern Puget Sound Salish,Salishan,AnnualMeanTemperature,8.383685444,,,,
Ed2,Lolo,xd645,sich1238,Sichuan Yi,Sino-Tibetan,AnnualMeanTemperature,8.384560681,,,,
Nd25,Sawakudokwa,xd1158,nort1551,North Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.388955761,,,,
B222,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,8.417559508,,,,
Nd2,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,8.417559508,,,,
WNAI131,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,8.417559508,,,,
B205,Mono Lake Northern Paiute,xd989,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.487771023,,,,
B187,Achumawi,xd1108,achu1247,Achumawi,Palaihnihan,AnnualMeanTemperature,8.505499788,,,,
WNAI52,Achumawi (West),xd1108,achu1247,Achumawi,Palaihnihan,AnnualMeanTemperature,8.505499788,,,,
B319,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,AnnualMeanTemperature,8.521556603,,,,
WNAI109,Klikitat,xd1435,klik1240,Klikitat,Sahaptian,AnnualMeanTemperature,8.521556603,,,,
Nd58,Uintah Ute,xd1194,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,8.538287854,,,,
B216,White Knife Shoshoni,xd1178,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,8.54023868,,,,
B249,Teton,xd1227,lako1247,Lakota,Siouan,AnnualMeanTemperature,8.541891021,,,,
WNAI107,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,AnnualMeanTemperature,8.552918934,,,,
Nd43,White Knife Shoshoni,xd1178,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,8.554911122,,,,
WNAI123,White Knife Shoshoni,xd1178,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,8.554911122,,,,
Ch4,Mari,xd568,east2328,Eastern Mari,Uralic,AnnualMeanTemperature,8.56766033,,,,
Ci7,Chechen,xd583,chec1245,Chechen,Nakh-Daghestanian,AnnualMeanTemperature,8.56766033,,,,
Nc9,Modoc,xd1140,klam1254,Klamath-Modoc,,AnnualMeanTemperature,8.586154936,,,,
WNAI113,Modoc,xd1140,klam1254,Klamath-Modoc,,AnnualMeanTemperature,8.586154936,,,,
Ef8,Kashmiri,xd670,kash1277,Kashmiri,Indo-European,AnnualMeanTemperature,8.590857697,,,,
Nh16,Jicarilla,xd1266,jica1244,Jicarilla Apache,Athabaskan-Eyak-Tlingit,AnnualMeanTemperature,8.617310663,,,,
B208,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.62826562,,,,
ch22,Lithuanian Karaim,xd560,kara1464,Karaim,Turkic,AnnualMeanTemperature,8.631078594,,,,
Nh10,Isleta,xd1260,sout2961,Southern Tiwa,Kiowa-Tanoan,AnnualMeanTemperature,8.638588868,,,,
Nh12,Santa Ana,xd1262,sant1426,Santa Ana,Keresan,AnnualMeanTemperature,8.638588868,,,,
Nh14,Laguna,xd1264,acom1246,Acoma,Keresan,AnnualMeanTemperature,8.638588868,,,,
WNAI171,Isleta,xd1260,sout2961,Southern Tiwa,Kiowa-Tanoan,AnnualMeanTemperature,8.638588868,,,,
B52,Chono,xd922,chon1248,Chono,,AnnualMeanTemperature,8.657289454,,,,
WNAI110,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,AnnualMeanTemperature,8.668100362,,,,
WNAI111,Tenino,xd1141,teni1238,Tenino,Sahaptian,AnnualMeanTemperature,8.668100362,,,,
B212,Wadatkuht,xd992,sout2967,South Northern Paiute,Uto-Aztecan,AnnualMeanTemperature,8.674580885,,,,
B318,Klikitat,xd1149,nucl1237,Nuclear Yakima,Sahaptian,AnnualMeanTemperature,8.676741442,,,,
B203,Kawich Mountain Shoshoni,xd988,west2622,Western Shoshoni,Uto-Aztecan,AnnualMeanTemperature,8.77800214,,,,
Nd18,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,AnnualMeanTemperature,8.795707226,,,,
B246,Arapaho,xd1228,arap1274,Arapaho,Algic,AnnualMeanTemperature,8.801143619,,,,
B316,Umatilla,xd1151,umat1237,Umatilla,Sahaptian,AnnualMeanTemperature,8.806562953,,,,
Nd50,Panguitch,xd1186,utee1244,Ute,Uto-Aztecan,AnnualMeanTemperature,8.821565351,,,,
WNAI161,Acoma,xd1263,acom1246,Acoma,Keresan,AnnualMeanTemperature,8.825986433,,,,
Ea2,Yusufzai,xd601,yusu1238,Yusufzai,Indo-European,AnnualMeanTemperature,8.869929061,,,,
